"Artikelnummer";"Artikelname";"Interner Schlüssel";"GTIN";"HAN";"Eigene ID";"Attributgruppe";"Attributname";"Attributwert";"Sortiernummer";"Datentyp (sonst automatisch ermittelt)";"Attributart";"Englisch: Attributname";"Englisch: Attributwert";"MeaLana-Onlineshop Deutsch: Attributwert";"MeaLana-Onlineshop Englisch: Attributwert";"sockenwolle-online.at Deutsch: Attributwert";"sockenwolle-online.at Englisch: Attributwert";"bio-wolle.at Deutsch: Attributwert";"bio-wolle.at Englisch: Attributwert";"verschlusssache.at Deutsch: Attributwert";"verschlusssache.at Englisch: Attributwert";
"D-108825";"Kid-Silk [Long Print] meeresgrün (25#)";"3222";"7071723008751";"108825";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101057";"Karisma [Uni] oliv (57)";"3221";"7071723004890";"101057";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101045";"Karisma [Uni] helloliv (45)";"3220";"7071723004807";"101045";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101047";"Karisma [Uni] waldgrün (47)";"3219";"7071723004814";"101047";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101069";"Karisma [Uni] hellgraugrün (69)";"3218";"7071723006252";"101069";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101060";"Karisma [Uni] blautürkis (60)";"3217";"7071723004906";"101060";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101030";"Karisma [Uni] helljeansblau (30)";"3216";"7071723004739";"101030";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101037";"Karisma [Uni] dunkelblaugrün (37)";"3215";"7071723004753";"101037";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101017";"Karisma [Uni] marine (17)";"3214";"7071723004692";"101017";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101007";"Karisma [Uni] kornblumenblau (07)";"3213";"7071723004654";"101007";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101068";"Karisma [Uni] helleshimmelblau (68)";"3211";"7071723006245";"101068";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101065";"Karisma [Uni] jeansblau (65)";"3209";"7071723006214";"101065";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101040";"Karisma [Uni] altrosa,hell (40)";"3207";"7071723004777";"101040";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101013";"Karisma [Uni] pink (13)";"3206";"7071723004678";"101013";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101066";"Karisma [Uni] hellpuderrosa (66)";"3205";"7071723006221";"101066";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101033";"Karisma [Uni] rosa (33)";"3204";"7071723004746";"101033";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101039";"Karisma [Uni] altrosa,dunkel (39)";"3203";"7071723004760";"101039";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101048";"Karisma [Uni] weinrot (48)";"3202";"7071723004821";"101048";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101018";"Karisma [Uni] rot (18)";"3201";"7071723004708";"101018";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101011";"Karisma [Uni] orange (11)";"3200";"7071723004661";"101011";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101052";"Karisma [Uni] senfgelb (52)";"3199";"7071723004845";"101052";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101071";"Karisma [Uni] silberrosa (71)#";"3198";"7071723007754";"101071";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101056";"Karisma [Mix] dunkelbraun (56)";"3197";"7071723004883";"101056";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101004";"Karisma [Uni] schokoladenbraun (04)";"3196";"7071723004630";"101004";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101005";"Karisma [Uni] schwarz (05)";"3195";"7071723004647";"101005";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101001";"Karisma [Uni] natur (01)";"3194";"7071723004623";"101001";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101019";"Karisma [Uni] weiss (19)";"3193";"7071723004715";"101019";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101050";"Karisma [Mix] seegrün (50)";"3192";"7071723004838";"101050";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101055";"Karisma [Mix] hellbraunmeliert (55)";"3191";"7071723004876";"101055";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101054";"Karisma [Mix] beigebraun (54)";"3190";"7071723004869";"101054";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101053";"Karisma [Mix] anthrazit (53)";"3189";"7071723004852";"101053";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101016";"Karisma [Mix] dunkelgrau (16)";"3188";"7071723004685";"101016";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101021";"Karisma [Mix] mittelgrau (21)";"3187";"7071723004722";"101021";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-101044";"Karisma [Mix] hellgrau (44)";"3186";"7071723004791";"101044";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"DRO-108001";"DROPS Glitter - gold (1)";"3185";;"108001";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"DRO-108002";"DROPS Glitter - silber (2)";"3184";;"108002";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"DRO-108008";"DROPS Glitter - rot (8#)";"3181";;"108008";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070400";"Fabel [Uni] schwarz (400)";"3179";"7071723004432";"1070400";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070105";"Fabel [Uni] türkis (105)";"3178";"7071723006511";"1070105";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070103";"Fabel [Uni] graublau (103)";"3177";"7071723006498";"1070103";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070108";"Fabel [Uni] königsblau (108)";"3176";"7071723007952";"1070108";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070107";"Fabel [Uni] blau (107)";"3175";"7071723006535";"1070107";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070104";"Fabel [Uni] lila (104)";"3174";"7071723006504";"1070104";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070102";"Fabel [Uni] rosa (102)";"3173";"7071723006481";"1070102";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070109";"Fabel [Uni] cerise (109)";"3172";"7071723007969";"1070109";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070106";"Fabel [Uni] rot (106)";"3171";"7071723006528";"1070106";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070300";"Fabel [Uni] braun (300)";"3170";"7071723004425";"1070300";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070101";"Fabel [Uni] beige (101)";"3169";"7071723006474";"1070101";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070200";"Fabel [Uni] grau (200)";"3168";"7071723004418";"1070200";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070100";"Fabel [Uni] natur (100)";"3167";"7071723004357";"1070100";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070905";"Fabel [Print] salzundpfeffer (905)";"3163";"7071723004586";"1070905";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070912";"Fabel [Print] soft chocolate (912)";"3162";"7071723004616";"1070912";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070542";"Fabel [Print] grün (542)";"3158";"7071723004470";"1070542";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070151";"Fabel [Print] guacamole (151)";"3157";"7071723004364";"1070151";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070910";"Fabel [Print] seamist (910)";"3156";"7071723004593";"1070910";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070901";"Fabel [Print] candy (901)";"3155";"7071723004548";"1070901";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070162";"Fabel [Print] bluesea (162)";"3154";"7071723004401";"1070162";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070340";"Fabel [Print] bluelagoon (340)";"3153";"7071723006368";"1070340";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070522";"Fabel [Print] türkis/blau (522)";"3150";"7071723004463";"1070522";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070677";"Fabel [Print] grün/türkis (677)";"3149";"7071723004531";"1070677";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070330";"Fabel [Print] berrydreams (330)";"3148";"7071723006351";"1070330";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070904";"Fabel [Print] lavendel (904)";"3147";"7071723004579";"1070904";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070161";"Fabel [Print] pinkdream (161)";"3146";"7071723004395";"1070161";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070911";"Fabel [Print] funlila (911)";"3145";"7071723004609";"1070911";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070310";"Fabel [Print] sunset (310)";"3141";"7071723006344";"1070310";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070153";"Fabel [Print] texmex (153)";"3140";"7071723004371";"1070153";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070602";"Fabel [Long Print] silverfox (602)";"3130";"7071723006313";"1070602";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070650";"Fabel [Long Print] forest (650)";"3128";"7071723006283";"1070650";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070604";"Fabel [Long Print] oceanview (604)";"3127";"7071723006320";"1070604";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070655";"Fabel [Long Print] woodenrose (655)";"3126";"7071723006306";"1070655";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-1070623";"Fabel [Long Print] rosemist (623)";"3125";"7071723006337";"1070623";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108202";"SNOW [Uni] schwarz (02)";"3124";"7071723003824";"108202";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108222";"SNOW [Uni] waldgrün dunkel (22)#";"3123";"7071723003985";"108222";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108206";"SNOW [Uni] olive (06)#";"3122";"7071723003862";"108206";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108229";"SNOW [Uni] apfelgrün (29)";"3121";"7071723004036";"108229";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108225";"SNOW [Uni] knallgrün (25)";"3119";"7071723004012";"108225";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108205";"SNOW [Uni] petrol (05)";"3116";"7071723003855";"108205";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108231";"SNOW [Uni] pastellblau (31)";"3115";"7071723004050";"108231";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108252";"SNOW [Uni] morgentau (52)#";"3114";"7071723004098";"108253";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108212";"SNOW [Uni] hellblau (12)";"3113";"7071723003923";"108212";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108215";"SNOW [Uni] dunkelblau (15)";"3112";"7071723003954";"108215";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108257";"SNOW [Uni] marine (57)";"3111";"7071723007310";"108261";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108210";"SNOW [Uni] maulbeere (10)";"3110";"7071723003909";"108210";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108254";"SNOW [Uni] lavendel (54)";"3107";"7071723004111";"108256";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108251";"SNOW [Uni] puderrosa (51)";"3106";"7071723004081";"108252";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108230";"SNOW [Uni] pastellrosa (30)";"3105";"7071723004043";"108230";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108209";"SNOW [Uni] hellburgunder (09)";"3104";"7071723003893";"108209";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108226";"SNOW [Uni] knallpink (26)";"3103";"7071723004029";"108226";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108256";"SNOW [Uni] hochrot (56)";"3102";"7071723006153";"108257";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108208";"SNOW [Uni] purpurrot (08)";"3101";"7071723003886";"108208";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108207";"SNOW [Uni] orange (07)";"3100";"7071723003879";"108207";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108224";"SNOW [Uni] gelb (24)";"3099";"7071723004005";"108224";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108203";"SNOW [Uni] dunkelbraun (03)";"3098";"7071723003831";"108203";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108213";"SNOW [Uni] puder (13)";"3097";"7071723003930";"108213";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108214";"SNOW Uni] dunkelgrau (14)";"3096";"7071723003947";"108214";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108246";"SNOW [Uni] mittelgrau (46)";"3095";"7071723004074";"108247";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108253";"SNOW [Uni] hellgrau (53)";"3094";"7071723004104";"108254";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108201";"SNOW [Uni] natur (01)";"3093";"7071723003817";"108201";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108242";"SNOW [Print] lila fantasie (42#)";"3070";"7071723004197";"108246";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108219";"SNOW [Print] spice (19#)";"3065";"7071723004166";"108219";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108237";"SNOW [Mix] aquamarin (37)";"3063";"7071723004272";"108237";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108221";"SNOW [Mix] blauer schatten (21)";"3062";"7071723003978";"108221";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108236";"SNOW [Mix] pfingstrose (36)";"3059";"7071723004265";"108236";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108223";"SNOW [Mix] borke (23)";"3054";"7071723003992";"108223";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108248";"SNOW [Mix] nougat (48)";"3053";"7071723004326";"108250";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-108247";"SNOW [Mix] hellbeige (47)";"3052";"7071723004319";"108248";;"Eigene Attribute";"ampel_text_rot";"nicht lagernd, beim Hersteller nicht verfügbar";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102311";"DROPS loves You #3 grau (11)";"3048";"7071723009956";"102311";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-102311";"DROPS loves You #3 grau (11)";"3048";"7071723009956";"102311";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-102311";"DROPS loves You #3 grau (11)";"3048";"7071723009956";"102311";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102306";"DROPS loves You #3 himmelblau (06)";"3043";"7071723010006";"102306";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"D-102306";"DROPS loves You #3 himmelblau (06)";"3043";"7071723010006";"102306";;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"D-102306";"DROPS loves You #3 himmelblau (06)";"3043";"7071723010006";"102306";;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"D-102303";"DROPS loves You #3 braun (03)";"3040";"7071723010037";"102303";;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
